대분류,중분류,소분류,Section,테스트 항목,기대결과,WEB,Apple_Mobile,Android_Phone
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,delimiter 확인,dot 형태의 구분자 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,English Subtitle 확인,English Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,English Subtitle stringset 확인,"""English"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Portuguese Subtitle 확인,Portuguese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Portuguese Subtitle stringset 확인,"""Português"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Spanish Subtitle 확인,Spanish Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Spanish Subtitle stringset 확인,"""Español"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Chinese Subtitle 확인,Chinese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Chinese Subtitle stringset 확인,"""简体中文"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Vietnamese Subtitle 확인,Vietnamese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Vietnamese Subtitle stringset 확인,"""Tiêng Viêt"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,View Button 확인,View Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,View Button stringset 확인,"""View Episode {NN}"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,View Button 선택 시 동작 확인,Webcomic Viewer Screen 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,View Button 기능 확인,해당 Content 재생된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,미결제 시 View Button 기능 확인,Non-subscription POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,열람 이력 있을 시 View Button 기능 확인,Continue POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Favorite icon,Series Detailed Page>Webcomic Area>Favorite icon,Favorite icon 확인,Empty Star 형태의 Favorite icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Favorite icon,Series Detailed Page>Webcomic Area>Favorite icon,Favorite icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Favorite icon,Series Detailed Page>Webcomic Area>Favorite icon,Favorite icon 기능 확인,해당 Content Bookmark 등록된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Favorite icon,Series Detailed Page>Webcomic Area>Favorite icon,미로그인 시 Favorite icon 기능 확인,Sign In Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Bookmarked icon,Series Detailed Page>Webcomic Area>Bookmarked icon,Bookmarked icon 확인,Colored Star 형태의 Bookmarked icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Bookmarked icon,Series Detailed Page>Webcomic Area>Bookmarked icon,Bookmarked icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Bookmarked icon,Series Detailed Page>Webcomic Area>Bookmarked icon,Bookmarked icon 기능 확인,해당 Content Bookmark 해제된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Thumbs Up icon,Series Detailed Page>Webcomic Area>Thumbs Up icon,Thumbs Up icon 확인,Empty Thumbs Up 형태의 Thumbs Up icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Thumbs Up icon,Series Detailed Page>Webcomic Area>Thumbs Up icon,Thumbs Up icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Thumbs Up icon,Series Detailed Page>Webcomic Area>Thumbs Up icon,Thumbs Up icon 기능 확인,해당 Content Bookmark 등록된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Thumbs Up icon,Series Detailed Page>Webcomic Area>Thumbs Up icon,미로그인 시 Thumbs Up icon 기능 확인,Sign In Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,LIKED icon,Series Detailed Page>Webcomic Area>LIKED icon,LIKED icon 확인,Colored Thumbs Up 형태의 LIKED icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,LIKED icon,Series Detailed Page>Webcomic Area>LIKED icon,LIKED icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,LIKED icon,Series Detailed Page>Webcomic Area>LIKED icon,LIKED icon 기능 확인,해당 Content Bookmark 해제된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Share icon,Series Detailed Page>Webcomic Area>Share icon,Share icon 확인,Share icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Share icon,Series Detailed Page>Webcomic Area>Share icon,Share icon 기능 확인,Share POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,,Series Detailed Page>Webcomic Content Information POP UP,Close Button 확인,Close Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,,Series Detailed Page>Webcomic Content Information POP UP,Close Button 기능 확인,Content Information POP UP 사라진다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Series Name text,Series Detailed Page>Webcomic Content Information POP UP>Series Name text,Series Name text 확인,Series Name text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Series Name text,Series Detailed Page>Webcomic Content Information POP UP>Series Name text,Content Series Name text 확인,해당 Content Series Name text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Webcomic text,Series Detailed Page>Webcomic Content Information POP UP>Webcomic text,Webcomic text text 확인,Webcomic text text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Webcomic text,Series Detailed Page>Webcomic Content Information POP UP>Webcomic text,Webcomic text text Stringset 확인,"""Webcomic"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Subtitle icon 확인,Subtitle icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Content Subtitle 확인,해당 Content Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Delimeter 확인,dot 형태의 Delimeter 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Subtitle stringset 확인,국가별 언어 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,English Subtitle 확인,English Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,English Subtitle stringset 확인,"""English"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Portuguese Subtitle 확인,Portuguese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Portuguese Subtitle stringset 확인,"""Portuguese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Spanish Subtitle 확인,Spanish Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Spanish Subtitle stringset 확인,"""Spanish"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Chinese Subtitle 확인,Chinese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Chinese Subtitle stringset 확인,"""Chinese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Vietnamese Subtitle 확인,Vietnamese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Vietnamese Subtitle stringset 확인,"""Vietnamese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Writer Section,Series Detailed Page>Webcomic Content Information POP UP>Writer Section,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Writer Section,Series Detailed Page>Webcomic Content Information POP UP>Writer Section,title text stringset 확인,"""Writer"" text 노출된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Writer Section,Series Detailed Page>Webcomic Content Information POP UP>Writer Section,Content Writer 확인,해당 Content Writer 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Writer Section,Series Detailed Page>Webcomic Content Information POP UP>Writer Section,Comma 확인,Comma 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,synopsios text,Series Detailed Page>Webcomic Content Information POP UP>synopsios text,synopsios text 확인,synopsios text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,synopsios text,Series Detailed Page>Webcomic Content Information POP UP>synopsios text,synopsios text Max line 확인,Max Line 4줄 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,title text 확인,"""Continue Last Episode"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,sub text 확인,sub text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,User Viewed Content 확인,"""Last viewed episode {N}. Would you like to continue watching from the last viewed?"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,Cancel Button stringset 확인,Cancel text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,Cancel Button 선택 시 동작 확인,User Selected Webcomics Content 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,Cancel Button 기능 확인,Webcomics Viewer Screen 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button stringet 확인,OK text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button UI 확인,OK Button 보라색으로 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button 선택 시 동작 확인,User Last Viewed Webcomics Content 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button 기능 확인,Webcomics Viewer Screen 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,title text 확인,"""Subscribe for Full Access"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,Sub text 확인,sub text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,Sub text 확인,"""This service requires subscription. If you subscribe, you can enjoy all Webtoon content.
Would you like to go to the subscription screen?"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,Cancel Button stringset 확인,"""Cancel"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,Cancel Button 선택 시 동작 확인,이전 화면으로 이동한다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,Cancel Button 기능 확인,Non-subscription POP UP 사라진다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,OK Button stringet 확인,"""OK"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,OK Button UI 확인,OK Button 보라색으로 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,OK Button 선택 시 동작 확인,Plan Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,OK Button 기능 확인,Non-subscription POP UP 사라진다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,,Series Detailed Page>Webcomic Episode Rail,Episode Rail 확인,Episode Rail 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Sorting Button,Series Detailed Page>Webcomic Episode Rail>Sorting Button,Sorting Button 확인,Sorting Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Sorting Button,Series Detailed Page>Webcomic Episode Rail>Sorting Button,Default Setting 확인,All Episodes 항목 선택 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Sorting Button,Series Detailed Page>Webcomic Episode Rail>Sorting Button,Downard indicator icon 확인,Downard indicator icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Sorting Button,Series Detailed Page>Webcomic Episode Rail>Sorting Button,Sorting Button 기능 확인,Sorting POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Sorting Button,Series Detailed Page>Webcomic Episode Rail>Sorting Button,Sorting Button 노출 여부 확인,Sorting Button 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Newest Button,Series Detailed Page>Webcomic Episode Rail>Newest Button,Newest Button 확인,Newest Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Newest Button,Series Detailed Page>Webcomic Episode Rail>Newest Button,Default Setting 확인,Newest Button 선택 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Newest Button,Series Detailed Page>Webcomic Episode Rail>Newest Button,Newest Button stringset 확인,"""Newest"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Newest Button,Series Detailed Page>Webcomic Episode Rail>Newest Button,Newest Button 기능 확인,Episode Content 내림차순 정렬된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Newest Button,Series Detailed Page>Webcomic Episode Rail>Newest Button,해상도 320 이하 적용 시 Newest Button 기능 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Newest Button,Series Detailed Page>Webcomic Episode Rail>Newest Button,Newest Button 노출 여부 확인,Newest Button 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Oldest Button,Series Detailed Page>Webcomic Episode Rail>Oldest Button,Oldest Button 확인,Oldest Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Oldest Button,Series Detailed Page>Webcomic Episode Rail>Oldest Button,Default Setting 확인,Oldest Button 선택 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Oldest Button,Series Detailed Page>Webcomic Episode Rail>Oldest Button,Oldest Button stringset 확인,"""Oldest"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Oldest Button,Series Detailed Page>Webcomic Episode Rail>Oldest Button,Oldest Button 기능 확인,Episode Content 오름차순 정렬된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Oldest Button,Series Detailed Page>Webcomic Episode Rail>Oldest Button,해상도 320 이하 적용 시 Oldest Button 기능 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Oldest Button,Series Detailed Page>Webcomic Episode Rail>Oldest Button,Oldest Button 노출 여부 확인,Oldest Button 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,thumnail image 확인,thumnail image 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,Lock icon 확인,Lock icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,Lock icon 노출 여부 확인,Lock icon 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,Language icon 확인,Language icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,Language icon 노출 여부 확인,Language icon 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,미로그인 시 thumnail image 선택 시 동작 확인,Sign In Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,미결제 시 Locked thumnail image 선택 시 동작 확인,빌드 동작 확인 필요,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,thumnail image 선택 시 동작 확인,Webcomic Viewer Screen 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,thumnail image,Series Detailed Page>Webcomic Episode Rail>thumnail image,thumnail image 기능 확인,해당 Content 재생된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Indicator icon,Series Detailed Page>Webcomic Episode Rail>Indicator icon,Right Indicator icon 확인,우측 꺽쇠 형태의 Indicator icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Indicator icon,Series Detailed Page>Webcomic Episode Rail>Indicator icon,Right Indicator icon 기능 확인,우측으로 Scrolling 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Indicator icon,Series Detailed Page>Webcomic Episode Rail>Indicator icon,Right Indicator icon 노출 여부 확인,Right Indicator icon 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Indicator icon,Series Detailed Page>Webcomic Episode Rail>Indicator icon,Left Indicator icon 확인,좌측 꺽쇠 형태의 Indicator icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Indicator icon,Series Detailed Page>Webcomic Episode Rail>Indicator icon,Left Indicator icon 기능 확인,좌측으로 Scrolling 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Indicator icon,Series Detailed Page>Webcomic Episode Rail>Indicator icon,Left Indicator icon 노출 여부 확인,Left Indicator icon 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Indicator icon,Series Detailed Page>Webcomic Episode Rail>Indicator icon,해상도 320 이하 적용 시 Default Setting 확인,Right Indicator icon 노출 상태로 적용된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Content Name text 확인,Content Name text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Content Name text stringset 확인,"""Episode {NN}"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Content Name text Hover 시 UI 확인,Content Name underline 처리되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Content Name text 선택 시 동작 확인,Webcomic Viewer Screen 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Content Name text 기능 확인,해당 Content 재생된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Content Name text 기능 확인,해당 Content 재생된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Free icon 확인,Free icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Free icon stringset 확인,"""Free"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Free icon UI 확인,Free icon 초록색으로 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,Free icon 노출 여부 확인,Free icon 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,New icon 확인,New icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,New icon stringset 확인,"""New"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,New icon UI 확인,New icon 보라색으로 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Episode Rail,Description Section,Series Detailed Page>Webcomic Episode Rail>Description Section,New icon 노출 여부 확인,New icon 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Trailers and more Rail,,Series Detailed Page>Trailers and more Rail,Trailers and more Rail 확인,Trailers and more Rail 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Trailers and more Rail,,Series Detailed Page>Trailers and more Rail,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Trailers and more Rail,,Series Detailed Page>Trailers and more Rail,title text stringset 확인,"""Trailers and more"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Trailers and more Rail,,Series Detailed Page>Trailers and more Rail,Trailer and more Area 노출 여부 확인,Trailer and more Area 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Trailers and more Rail,Thumbnail image,Series Detailed Page>Trailers and more Rail>Thumbnail image,Thumbnail image 확인,Thumbnail image 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Trailers and more Rail,Thumbnail image,Series Detailed Page>Trailers and more Rail>Thumbnail image,Language icon 확인,지구본 형태의 Language icon 노출된다,UNTESTED,비대상,비대상
